time,train_id,phase,act,speed_limit,current_speed,dist_to_next_station,delay,current_gradient,next_limit_info,next_gradient_info,w_surv,w_conf,w_comp,reason
12270.0,T1,巡航フェーズ（駅間走行中）,惰行中,80.0,74.13,1304.2,0.0,15.0,この先制限速度なし,この先目立った勾配なし,0.3,0.8,0.6,現在は制限速度下回りで下り勾配の巡航中。安全リスクは低く快適走行を重視し、エネルギー回生の余地もあるため、Survivalを低め、Confidenceを高め、Competenceを中程度に設定する。
12300.0,T1,巡航フェーズ（駅間走行中）,惰行中,80.0,71.36,701.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.7,0.5,現在は制限速度以下で遅延なし、平坦区間の惰行中。安全リスク低く快適性を重視し、エネルギーは適度に考慮。次駅までの距離が十分あり、急加速は不要。
12330.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,80.0,74.11,98.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.4,0.6,0.7,制限速度未満で減速フェーズ、駅停止が必要なため安全リスクは低いが停止精度が重要。乗り心地を保ちつつ回生ブレーキでエネルギー回収を促す。
12390.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,43.2,2119.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.4,0.6,0.8,現在は加速フェーズで速度は制限の半分以下、勾配も平坦のため安全リスクは低く、乗り心地を保ちつつエネルギー効率的に加速することが重要。遅延は0秒で次駅まで2km以上あり、余裕があるためSurvivalは中程度、Confidenceはやや高め、Competenceは高く設定すべき。
12420.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,95.53,1454.7,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.5,0.5,速度が制限値に近く安全リスクは低いが超過防止が必要。加速中で乗り心地を保ちつつエネルギー消費を抑えるバランスが重要。
12450.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,96.97,682.6,0.0,0.0,この先制限速度なし,382m先に下り勾配15.0‰あり,0.85,0.25,0.65,速度は制限限界に近く安全余裕が少ないが、遅延なしで安定走行中。下り勾配が近く回生ブレーキ活用の余地があるため安全を最優先しつつ省エネも重視、乗り心地はやや低めに設定。
12480.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,100.0,47.43,9999.0,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,0.3,0.5,0.6,現在は制限速度を大きく下回り遅延もなし、下り勾配で速度超過リスクは低い。安全重視はやや低く、乗り心地とエネルギー効率をバランスさせる。
12540.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,64.0,1622.2,0.0,0.0,この先制限速度なし,322m先に下り勾配35.0‰あり,0.6,0.5,0.4,現在速度は制限の約6割で安全余裕があるが、322m先の急勾配で速度上昇リスクがある。安全をやや重視しつつ、快適な加速とエネルギー効率も確保する。したがってSurvival0.6、Confidence0.5、Competence0.4と設定する。
12570.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,86.49,893.6,0.0,-35.0,この先制限速度なし,この先目立った勾配なし,0.3,0.7,0.5,現在は下り勾配で速度は制限以下、遅延なしの巡航加速中。安全リスクは低く快適性を重視しつつ、エネルギー効率も適度に考慮する。
12600.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,100.0,78.36,121.4,0.0,0.0,221m先に制限速度70.0km/hあり,この先目立った勾配なし,0.7,0.5,0.6,現在速度は制限内で遅延なしだが、駅停車と次区間の低速制限が迫るため安全を確保しつつ、滑らかな減速と回生ブレーキでエネルギー効率を高める必要がある。
12660.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,70.0,40.0,1730.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.4,0.6,0.5,駅出発直後の加速段階で速度は制限の半分以下、勾配平坦のため安全リスクは低い。乗客快適性を保つため加減速の滑らかさを重視し、エネルギー効率は加速中で限定的なので中程度に設定する。
12690.0,T1,巡航フェーズ（駅間走行中）,惰行中,70.0,66.8,1225.5,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.4,0.8,0.6,現在は制限速度未満で遅延なし、平坦区間の惰行のため安全リスク低く快適性と省エネを重視し、Survivalは中程度、Confidenceを高く、Competenceもやや高めに設定する。
12720.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,70.0,59.8,712.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.6,0.5,現在は制限速度70km/hに対し59.8km/hで余裕があり、勾配も平坦な巡航加速中。安全リスクは低くSurvivalは低め、乗り心地と加速の滑らかさを重視してConfidenceを高く、エネルギー効率は適度に考慮しCompetenceは中程度に設定する。
12750.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,70.0,59.76,184.3,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.5,0.6,0.5,現在は制限速度を下回り遅延なしの減速フェーズで、速度超過リスクは低いが駅停車の安全停止が必要。乗り心地を保ちつつ回生ブレーキで省エネを図るため、Survivalを中程度、Confidenceをやや高く、Competenceも中程度に設定する。
12810.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,75.0,19.2,1684.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.8,速度は制限の約1/4で安全リスク低く、加速フェーズのためエネルギー効率と滑らかな加速が重要。過度なジャークは乗客快適性を損なうため、Confidenceは中程度に設定する。
12840.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,75.0,61.53,1222.3,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.6,0.5,"速度は制限以下で遅延なし、平坦区間の加速中のため安全リスク低くSurvivalを低めに設定。乗客快適性とエネルギー効率を重視し、ConfidenceとCompetenceを中程度に配分し、w_surv=0.3, w_conf=0.6, w_comp=0.5とする。"
12870.0,T1,巡航フェーズ（駅間走行中）,惰行中,75.0,63.94,654.7,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.7,0.5,現在は制限速度75km/hに対し63.9km/hで走行し、勾配0‰、次駅まで654.7m、遅延0秒で、速度超過リスクは極めて低い。安全は確保できているためSurvivalの重みは低く、乗客の快適性とエネルギー効率を高めるためにConfidenceとCompetenceを高める。
12900.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,75.0,68.9,92.3,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.5,0.6,現在は制限速度未満で勾配も平坦、遅延なしの減速フェーズのため安全は中程度に保ちつつ、滑らかな停止と回生ブレーキでエネルギー回収を重視し、Survival0.6、Confidence0.5、Competence0.6と設定する。
12960.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,80.0,44.8,2212.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.7,現在は加速フェーズで速度は制限の半分以下、勾配・遅延なし。安全リスク低く快適な加速とエネルギー効率を重視。
12990.0,T1,巡航フェーズ（駅間走行中）,惰行中,80.0,76.26,1635.0,0.0,0.0,この先制限速度なし,134m先に上り勾配15.0‰あり,0.2,0.7,0.5,現在は制限速度以下で遅延なしの巡航中。速度超過リスクは低く、乗り心地と安定走行を重視すべき。上り勾配が近くなるためエネルギー効率も適度に考慮する。
13020.0,T1,巡航フェーズ（駅間走行中）,惰行中,80.0,74.13,1034.0,0.0,15.0,この先制限速度なし,この先目立った勾配なし,0.3,0.8,0.5,現在は制限速度下で惰行中、勾配は下りで速度超過リスク低く、乗り心地は安定。省エネは共走で期待できるが緊急性は低い。
13050.0,T1,巡航フェーズ（駅間走行中）,惰行中,80.0,74.82,430.8,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.6,0.5,現在は制限速度以下で平坦区間を惰行中、遅延なしで安全リスク低く快適走行が重要。省エネは惰行で自然に確保できるため中程度。したがってSurvivalは低め、Confidenceを高め、Competenceはやや高めに設定する。
13080.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,80.0,23.71,2213.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,現在速度は制限の30%以下で安全リスクは低く、遅延もなし。乗客快適性を重視し、回生ブレーキの機会は限定的なため、Survivalを低め、Confidenceを高め、Competenceは中程度に設定する。
13140.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,86.4,1876.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.4,速度は制限の約86%で安全余裕が大きく、遅延なし。快適な巡航が重要で、加速中のジャーク抑制を重視。エネルギーは加速で消費するが回生機会は少ないため、効率は中程度に設定。
13170.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,95.53,1109.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.5,0.7,速度は制限限界に近く安全リスクは低いが、加速によりエネルギー消費が増える。快適性を保ちつつ省エネを促すため、Survivalを0.6、Confidenceを0.5、Competenceを0.7と設定する。
13200.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,100.0,96.97,337.5,0.0,0.0,この先制限速度なし,37m先に下り勾配15.0‰あり,0.8,0.3,0.6,速度が制限限界に近く減速中、下り勾配で速度上昇リスクがあるため安全重視(0.8)。乗客快適性は重要だが急減速が必要なためやや低め(0.3)。回生ブレーキ活用でエネルギー効率を高める余地があるので効率重視(0.6)。
13260.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,11.2,1794.6,0.0,0.0,この先制限速度なし,494m先に下り勾配35.0‰あり,0.2,0.8,0.5,現在は加速段階で速度は制限の10%程度、遅延なし。安全リスク低く快適性を重視しつつ、下り勾配で回生機会が少ないため効率は中程度。
13290.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,95.99,1304.6,0.0,0.0,この先制限速度なし,4m先に下り勾配35.0‰あり,0.85,0.15,0.6,現在速度は制限限界に近く、すぐ下り勾配で加速リスクがあるため安全重視でSurvivalを高く設定し、回生ブレーキ活用の余地があるのでCompetenceも中程度、乗り心地への影響は限定的なのでConfidenceは低めに設定する。
13320.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,90.36,536.8,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.4,現在は制限速度以下で遅延なし、平坦区間の惰行中のため安全リスクは低くSurvivalを低めに設定。乗り心地維持が重要でConfidenceを高め、エネルギーは既に低消費だが若干の効率向上余地があるためCompetenceは中程度に設定。
13350.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,100.0,27.96,1820.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.5,現在速度は制限の大幅下回りで安全リスクは低く、減速中のジャーク抑制が乗客快適性に重要。エネルギー回生は可能だが速度が低いため効率向上余地は中程度。したがってSurvivalは低め、Confidenceを高め、Competenceは中程度に設定する。
13410.0,T1,巡航フェーズ（駅間走行中）,惰行中,70.0,64.96,1510.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.7,0.5,現在は制限速度未満で平坦区間を惰行中、遅延なしで安全リスク低く快適性を重視しつつ、エネルギー回生の余地もあるため、Survival低め、Confidence高め、Competence中程度に設定する。
13440.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,70.0,64.6,998.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.7,0.4,現在速度は制限70km/hに対し64.6km/hで安全余裕はあるが、加速中で速度超過リスクが上がる。乗客快適性を保ちつつエネルギー効率も考慮し、Survivalをやや高め、Confidenceを最優先、Competenceは中程度に設定する。
13470.0,T1,巡航フェーズ（駅間走行中）,惰行中,70.0,58.13,471.7,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,現在は制限速度を大きく下回り勾配も平坦、遅延なしで惰行中のため安全リスクは低く、乗り心地とエネルギー効率を重視すべき。
13500.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,70.0,44.2,1769.4,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,現在は制限速度を大きく下回り、平坦で遅延なし。安全リスクは低く、乗客快適性を優先すべき。減速中の回生ブレーキでエネルギー回収が期待できるため、効率性も考慮する。
13560.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,75.0,62.4,1531.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.5,現在は制限速度75km/hに対し62.4km/hで余裕があり安全リスクは低い。加速フェーズで乗客の快適性とエネルギー効率を重視すべき。Survivalは低め、ConfidenceとCompetenceを高めに設定する。
13590.0,T1,巡航フェーズ（駅間走行中）,惰行中,75.0,63.35,964.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.7,現在は制限速度を大きく下回り勾配も平坦で遅延なし。安全リスクは低く、乗り心地と省エネを重視すべき。したがってSurvivalは低め、ConfidenceとCompetenceを高めに設定する。
13620.0,T1,巡航フェーズ（駅間走行中）,惰行中,75.0,68.25,400.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,現在は制限速度以下で平坦区間を惰行中、遅延なしで安全リスク低く、乗り心地と省エネを重視すべき。
13650.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,75.0,22.59,2311.4,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.6,0.4,速度は制限の約3分の1で安全リスクは低く、次駅まで2.3kmの余裕がある。減速中のジャーク抑制が乗客快適性に重要で、エネルギー回生の余地はあるが低速のため効率向上効果は限定的。したがってSurvivalは低め0.3、Confidenceは高め0.6、Competenceは中程度0.4とする。
13710.0,T1,巡航フェーズ（駅間走行中）,惰行中,80.0,76.99,1967.5,0.0,0.0,この先制限速度なし,467m先に上り勾配15.0‰あり,0.3,0.7,0.5,現在速度は制限80km/h未満で安全余裕があり遅延もなし。快適性を重視しつつ上り勾配に備えてエネルギー効率も適度に考慮する。
13740.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,80.0,80.0,1368.4,0.0,15.0,この先制限速度なし,この先目立った勾配なし,0.6,0.7,0.5,現在速度が制限上限に達し加速中で超過リスクがあるが遅延なしで勾配は緩やか。安全は重要だが快適性を保ちつつエネルギー効率も考慮すべき。
13770.0,T1,巡航フェーズ（駅間走行中）,惰行中,80.0,75.53,763.1,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.5,現在は制限速度未満で遅延なし、平坦区間の惰行中のため安全リスク低く、乗り心地は滑らか。省エネは回生ブレーキの余地が少ないが、無駄な加速は避けたい。
13800.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,80.0,78.48,162.1,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.5,0.7,速度が制限限界付近で駅停車まで減速が必要だが、超過はなく勾配も平坦。安全は重要だが、快適な惰行と回生ブレーキによる省エネも同等に重視すべき。
13860.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,33.6,2151.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.7,駅出発直後の加速で速度は制限の30%程度、勾配・遅延なし、前方列車不在のため安全リスクは低い。Survivalは低め、乗り心地と省エネを重視しConfidenceは中程度、Competenceはやや高く設定する。
13890.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,85.93,1530.3,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.6,0.4,速度は制限の約86%で安全余裕が大きく、遅延もなし。巡航フェーズで加速中のため乗り心地とスムーズな加速を重視し、エネルギー消費は適度に抑える程度に考慮する。
13920.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,95.53,764.4,0.0,0.0,この先制限速度なし,464m先に下り勾配15.0‰あり,0.8,0.3,0.5,速度が制限値に近く、下り勾配で超過リスクが増すため安全重視を高く設定し、加速中で乗り心地はやや重視、エネルギー効率は中程度に設定。
13950.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,100.0,59.43,29.0,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,0.8,0.2,0.7,制限速度100km/hに対し59.4km/hで安全余裕があるが、下り勾配-15‰で加速リスク。減速で回生ブレーキ活用が重要。Survival0.8、Competence0.7、Confidence0.2とする。
14010.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,54.4,1671.6,0.0,0.0,この先制限速度なし,371m先に下り勾配35.0‰あり,0.8,0.2,0.5,加速中で速度は制限の半分以下だが、371m先の下り勾配35‰で将来の超速リスクが増す。安全最優先でSurvivalを高く、回生活用の余地からCompetenceは中程度、快適性は二次的なのでConfidenceは低めに設定する。
14040.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,86.27,964.9,0.0,-35.0,この先制限速度なし,この先目立った勾配なし,0.5,0.8,0.6,現在は下り勾配で速度は制限速度以下の86.3km/hと安全余裕があるが、加速で超過リスクが潜む。乗客快適性を重視しつつ、回生ブレーキ活用でエネルギー効率も確保すべき。したがってSurvivalは中程度、Confidenceは高く、Competenceはやや高めに設定する。
14070.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,100.0,90.36,191.7,0.0,0.0,291m先に制限速度70.0km/hあり,この先目立った勾配なし,0.6,0.7,0.5,現在速度は制限内で遅延なし、減速フェーズのため安全リスクは低いが乗り心地と回生ブレーキ活用を重視し、Survivalをやや低め、Confidenceを高め、Competenceは中程度に設定する。
14130.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,70.0,30.4,1759.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.6,0.5,現在は加速フェーズで速度は制限の半分以下、遅延なし・勾配平坦のため安全リスクは低く、乗り心地を保ちつつエネルギー効率的に加速することが重要です。回生ブレーキの活用余地は少ないが、エネルギー消費を抑える加速が望まれる。
14160.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,70.0,69.4,1282.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.7,0.5,0.3,速度が制限限界付近で安全リスク低く、遅延なしで快適走行が可能だが加速でエネルギー消費が大きく、効率性は低めに設定。
14190.0,T1,巡航フェーズ（駅間走行中）,惰行中,70.0,56.54,759.7,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,現在は制限速度を大きく下回り遅延もなし、勾配平坦で安全リスク低い。乗り心地を重視し快適走行を促すためConfidenceを高く、エネルギー効率は適度に考慮しCompetenceを中程度、Survivalは最小に設定する。
14220.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,70.0,63.17,235.5,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.5,0.7,駅手前減速フェーズで速度は制限内、遅延なし。安全は確保すべきだがリスクは低く、乗り心地と回生ブレーキ活用が重要。
14280.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,75.0,9.6,1696.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.7,速度は制限の30%以下で安全リスクは極めて低く、駅出発直後の加速フェーズのため、乗客の快適な加速とエネルギー消費の最適化が主要課題となる。
14310.0,T1,巡航フェーズ（駅間走行中）,惰行中,75.0,62.77,1273.3,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.7,0.5,現在は制限速度を大きく下回り、勾配も平坦で遅延なし。安全リスクは低く、快適な惰行が可能なためConfidenceを高く設定し、エネルギー回生の余地は限定的だが省エネを促すためCompetenceを中程度にする。
14340.0,T1,巡航フェーズ（駅間走行中）,惰行中,75.0,67.62,709.5,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,現在は制限速度75km/h以下の67.6km/hで、遅延0秒、平坦区間の惰行中。安全リスクは極めて低く、乗客の快適性を最大化すべき。一方、エネルギーは既に最適化されているが、余裕があれば微調整で省エネを維持。
14370.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,75.0,72.9,151.3,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.4,0.8,駅手前で減速フェーズ、速度は制限内で遅延なし。安全リスクは低いが停止が必要なためSurvivalは中程度。快適な減速を保ちつつ回生ブレーキでエネルギー回収を重視し、Competenceを高く設定。
14430.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,80.0,35.2,2246.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.5,0.6,加速フェーズで速度は制限の半分以下、勾配平坦・遅延なし。安全リスクは低く、乗客の快適性とエネルギー効率を高めるために、ConfidenceとCompetenceの重みをやや高めに設定する。
14460.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,80.0,79.39,1700.3,0.0,0.0,この先制限速度なし,200m先に上り勾配15.0‰あり,0.6,0.5,0.4,速度が制限値に接近し安全リスクは低いが超過防止が必要。巡航中で乗り心地を重視し、上り勾配でエネルギー回収の余地があるため効率も考慮。
14490.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,80.0,80.0,1098.2,0.0,15.0,この先制限速度なし,この先目立った勾配なし,0.5,0.4,0.6,速度は制限限界で超過なし、遅延0で安全リスク低。加速継続で乗り心地は普通だが急加速はジャーク要因。エネルギー節約の余地あり、回生ブレーキ活用を期待。
14520.0,T1,巡航フェーズ（駅間走行中）,惰行中,80.0,79.23,495.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.8,0.5,現在は制限速度付近で惰行中、速度超過リスクは低く安全重視は最小。安定走行で乗り心地が重要でConfidenceを高く設定し、エネルギーは惰行で既に最適なのでCompetenceは中程度にする。
14550.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,80.0,35.71,2237.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,1.0,1.0,1.0,エラー発生: Expecting value: line 1 column 1 (char 0)
14610.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,76.8,1944.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.4,0.7,0.5,速度は制限の約77%で安全余裕が大きく、勾配も平坦。乗客の快適性を保ちつつエネルギー効率も考慮し、過度な加速抑制は不要。したがってSurvivalは中程度、Confidenceを高め、Competenceは適度に設定する。
14640.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,85.93,1185.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.7,0.5,現在は制限速度から十分離れ、勾配も平坦で遅延なし。安全は重要だが緊急性は低く、快適な加速とエネルギー効率をバランスさせる必要がある。
14670.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,95.53,419.3,0.0,0.0,この先制限速度なし,119m先に下り勾配15.0‰あり,0.85,0.25,0.65,速度が制限限界に近く、下り勾配で加速リスクが高いため安全を最優先。次駅まで距離が短く、加速継続は超過と乗客不快を招く。遅延なしで快適性は低めに抑え、回生ブレーキ活用でエネルギー効率を高める。
14730.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,1.6,1799.9,0.0,0.0,この先制限速度なし,499m先に下り勾配35.0‰あり,0.3,0.6,0.5,現在は駅出発直後の加速段階で速度は制限の大幅下回り、安全リスクは低い。乗り心地とスムーズな加速を重視し、エネルギー効率は適度に考慮する。また、次の下り勾配に備えて過度な加速は抑える。
14760.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,97.6,1386.6,0.0,0.0,この先制限速度なし,86m先に下り勾配35.0‰あり,0.85,0.15,0.6,速度が制限値に近く超過リスク大、下り勾配で加速傾向、遅延なしで快適性は二次、エネルギー回生機会あり、先行列車不在で安全余裕あり。したがって安全重視でSurvivalを高く、回生活用でCompetenceも上げ、乗り心地は低めに設定
14790.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,94.84,614.3,0.0,-35.0,この先制限速度なし,この先目立った勾配なし,0.5,0.7,0.6,速度は制限下限に近く安全リスクは低いが、快適な巡航を維持しつつエネルギー回収を図るため、Survivalを中程度、Confidenceを高く、Competenceをやや高めに設定する。
14820.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,100.0,39.96,1848.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.7,現在は制限速度を大きく下回り、遅延もなく平坦区間で減速中のため安全リスクは低い。エネルギー回生の機会があるので効率を重視し、乗り心地は普通程度に保つ。
14880.0,T1,巡航フェーズ（駅間走行中）,惰行中,70.0,68.7,1565.7,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.4,0.8,0.5,現在は制限速度下回りで遅延なし、勾配も平坦な巡航中。安全リスクは低く快適走行を重視しつつ、エネルギー効率も適度に考慮する。
14910.0,T1,巡航フェーズ（駅間走行中）,惰行中,70.0,55.0,1048.4,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,現在は制限速度を大きく下回り勾配も平坦で安全リスクが低く、乗客の快適性を最優先すべき。省エネは惰行で既に最適化されているため中程度に設定する。
14940.0,T1,巡航フェーズ（駅間走行中）,惰行中,70.0,61.44,521.5,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.7,0.6,現在は制限速度以下で遅延なし、平坦区間の惰行中のため安全リスクは低く、乗り心地の維持とエネルギー回生を活かす省エネが重要です。したがって安全重視は最小、快適性と効率性を高く設定します。
14970.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,70.0,56.2,11.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.3,0.8,安全余裕は大きく、速度超過リスクは低いが正確な停止とエネルギー回収が求められるため、Survivalを中程度、Confidenceをやや低め、Competenceを高く設定する。
15030.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,75.0,52.8,1579.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.4,0.6,0.5,現在は加速フェーズで速度は制限の約70%で安全リスクは低く、乗り心地の滑らかさを重視しつつ、エネルギー効率も適度に考慮する。将来的な減速・回生ブレーキの余地があるため、効率性も一定程度重視するとする。。
15060.0,T1,巡航フェーズ（駅間走行中）,惰行中,75.0,66.99,1018.3,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,現在は制限速度以下で平坦区間を惰行中、遅延なしで安全リスク低く、乗り心地重視と省エネ維持のためSurvival低、Confidence高、Competence中程度とする。
15090.0,T1,巡航フェーズ（駅間走行中）,惰行中,75.0,72.21,459.4,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.7,0.5,速度は制限内で遅延なし、平坦区間の惰行なので安全リスク低く、快適性と省エネを重視し、Survivalを低めに設定。
15120.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,75.0,34.59,2335.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.7,速度が制限の半分以下で遅延なし、平坦区間の減速中なので安全リスクは低く、乗り心地とエネルギー回生を重視し、Survivalを低め、ConfidenceとCompetenceを高める。
15180.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,80.0,78.4,2033.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.7,0.5,0.3,速度が制限限界に近く安全リスクは低いが超過防止を重視。加速中で乗り心地は重要。省エネ効果は限定的。
15210.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,80.0,70.67,1431.3,0.0,15.0,この先制限速度なし,この先目立った勾配なし,0.5,0.8,0.6,現在は制限速度を下回り、下り勾配で加速中のため安全リスクは低いが、速度超過防止と乗客快適性を重視し、エネルギー回生の余地もある。したがってSurvivalは中程度、Confidenceは高め、Competenceはやや高めに設定する。
15240.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,80.0,80.0,827.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.5,0.8,0.6,現在速度は制限上限で平坦区間、遅延なしの巡航中。安全リスクは低く、快適な加速維持とエネルギー効率を重視するため、Survivalはやや低め、Confidenceは高め、Competenceは中程度に設定する。
