time,train_id,group_phase,group_notch,current_speed,signal_speed,speed_limit,dist_to_next_station,req_stop_dist,delta_stop,delay,f_exist,f_distance,rule_expected,rule_reason,llm_reward,nn_output,reason
292.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,2.6,0.0,2.6,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,制限速度・CBTC遵守、停止位置誤差2.6mで0.8点と評価するが、停止済みでブレーキを継続している点が軽減要因。
293.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,2.6,0.0,2.6,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,駅停車完了で停止位置誤差が2.6m（1〜3m以内）で許容範囲に収まり、他に違反がないためreward 0.8とした。
299.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,2.6,0.0,2.6,15.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,停止位置が2.6mで許容範囲内、速度・信号超過なし、ノコギリ運転もなく適切な駅停車完了と判断した。
303.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,2.6,0.0,2.6,15.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,停止位置誤差が2.6mで許容範囲内（1‑3m）であり、速度・信号違反なし、ノコギリ運転もなく適切な操作と判断した。
308.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,3.0,0.0,3.0,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.6,駅停車完了で速度0km/h、停止位置誤差3mは許容範囲内であり、速度・信号違反やノコギリ運転はなく、定時遅延もないため0.8とした。
310.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,3.0,0.0,3.0,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.4,駅停車完了で速度0かつ制限・信号遵守、停止位置は3m前で達成可能、ノコギリ運転なし、遅延0で省エネ的に問題なし。
311.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,3.0,0.0,3.0,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.4,駅停車完了で停止位置誤差3m（0.8点）となり、他の安全・運転項目に問題なし。
312.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,3.0,0.0,3.0,15.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.6,停止位置が3m離れているが、速度0でCBTC・制限速度違反なし。駅停車完了フェーズの評価は0.8点とした。
313.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,3.0,0.0,3.0,15.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.6,停止位置誤差が3.0mで許容範囲内、速度・信号遵守、ノコギリ運転なしのため適切と判断し0.8とする。
314.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,3.0,0.0,3.0,15.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.5,駅停車完了で速度0km/h、停止位置誤差3mは許容範囲内であり、安全違反やノコギリ運転はなく適切と判断。
315.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,3.0,0.0,3.0,15.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.6,駅停車完了で速度0km/h、停止位置誤差が3mのため0.8点とし、即時0点要因や速度・信号違反はなくノコギリ運転もなし。
316.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,3.0,0.0,3.0,15.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,制限速度・CBTC遵守、停止位置誤差が3m以内でノコギリ運転もなく、現在のブレーキは駅停車完了に適切と判断した。
375.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,-0.8,0.0,-0.8,0.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,停止位置誤差0.8mで許容範囲内、速度0km/hで制限・信号超過なし、現在のノッチは停止に影響せず安全上問題なし。
382.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,-0.8,0.0,-0.8,15.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,駅停車完了で速度0km/h、停止位置誤差0.8mは許容範囲内、制限速度・CBTC違反なし、ノコギリ運転もなく適切と判断し最高評価とする。
383.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,-0.8,0.0,-0.8,15.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,安全基準・CBTC遵守、停止位置が±1m以内であり、ノコギリ運転もなく、惰行は停止状態に相当するため最高評価とした。
384.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,-1.1,0.0,-1.1,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.9,即時ゼロ違反や速度超過はなく、CBTCも遵守。駅停車完了で速度0km/h、停止位置誤差が1.1mで許容範囲内のため、評価は0.8点とした。
385.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,-1.1,0.0,-1.1,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.9,駅停車完了で速度0km/h、ブレーキ保持は適切。停止位置誤差は1.1mで許容範囲内のため評価は0.8点。
387.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,-1.1,0.0,-1.1,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.9,停止位置誤差が1.1mで許容範囲内、速度・信号遵守、ノコギリ運転なしのため高評価とし0.8点とした。
388.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,-1.1,0.0,-1.1,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.9,停止位置が1.1mの過走で許容範囲内、速度・信号違反なし、他に問題が無いため高評価。
389.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,-1.1,0.0,-1.1,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.9,停止位置誤差が1.1mで許容範囲内、速度・信号超過・ノコギリ運転・間隔問題などの違反がなく、安全かつ定時に停止できているため高評価とした。
392.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,-1.1,0.0,-1.1,15.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.9,駅停車完了で速度0km/h、停止位置誤差1.1mは許容範囲内であり、速度・信号違反やノコギリ運転はなく、評価は0.8点とした。
393.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,-1.1,0.0,-1.1,15.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.9,停止位置誤差が1.1 mで許容範囲内、ブレーキは安全上問題なく不要だが不必要なため軽減し、rewardは0.8とした。
394.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,-1.1,0.0,-1.1,15.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.9,停止位置誤差が1.1mで許容範囲内かつ安全違反なしと判断し、現在のノッチは適切と評価して0.8とした。
397.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,-1.1,0.0,-1.1,15.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.9,停止位置が許容範囲(±1m)を超えて1.1m過走しているため、評価は0.8点とした。
407.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,-1.5,0.0,-1.5,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,駅停車完了で速度0km/h、停止位置誤差1.5mは許容範囲内であり、違反なしのためreward 0.8とした。
414.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,-1.5,0.0,-1.5,15.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,停止位置誤差が1.5mで許容範囲内のため、駅停車完了フェーズとして適切と判断し0.8の評価とする。
422.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,-2.0,0.0,-2.0,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,駅停車完了時に2mのオーバーランが発生し、停止位置誤差に基づく評価で0.8点とした。
423.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,-2.0,0.0,-2.0,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,停止位置が2mのオーバーランで許容範囲内、他に安全・運転品質の問題はなく惰行は適切と判断し0.8点とした。
426.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,-2.0,0.0,-2.0,15.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,駅停車完了フェーズで停止位置が2mオーバーランし、|dist_to_next_station|が1‑3mの範囲に入るため、停止位置誤差評価で0.8点とした。
427.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,-2.0,0.0,-2.0,15.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,駅停車完了で速度0、停止位置誤差2mは許容範囲内（0.8点）で、他に安全違反やノコギリ運転はなく評価は0.8とした。
430.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,-2.0,0.0,-2.0,15.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,停止位置誤差が2mで許容範囲（1〜3m）に収まり、速度超過や信号違反もなく、ノコギリ運転もなしと判断した。
431.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,-2.0,0.0,-2.0,15.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,駅停車完了で速度0km/h、惰行は安全上問題なく、停止位置は2m誤差で許容範囲のため0.8とした。
434.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,-2.5,0.0,-2.5,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,停止位置が2.5mの誤差で許容範囲内、速度0で安全に停止しており、制限・信号違反なし、ノコギリ運転でもなくエネルギー無駄もないため高評価とした。
435.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,-2.5,0.0,-2.5,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,駅停車完了で速度0km/h、惰行は停止状態として問題なく、停止位置誤差は2.5mで許容範囲内のため高評価とした。
438.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,-2.5,0.0,-2.5,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,駅停車完了で速度0km/hは適切だが、停止位置が2.5m過走して許容範囲外のためrewardは0.8とした。
439.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,-2.5,0.0,-2.5,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,駅停車完了で速度0km/hのまま惰行は安全上問題なく、停止位置誤差2.5mは許容範囲内のため高評価とした。
444.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,-2.5,0.0,-2.5,15.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,ブレーキ中でdelta_stopが-2.5mで許容範囲内、速度・信号遵守、ノコギリ運転なしのため高評価とした。
447.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,-2.5,0.0,-2.5,15.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,駅停車完了で速度0km/h、停止位置誤差2.5mは許容範囲内であり、速度・信号超過やノコギリ運転はなく安全に適切な操作と判断した。
450.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,-3.0,0.0,-3.0,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,駅停車完了で速度0km/h、停止位置誤差3mは許容範囲内で安全違反なし、ノコギリ運転も発生しないため。
454.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,-3.0,0.0,-3.0,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,駅停車完了で速度0km/h、停止位置誤差3mのため0.8点とし、他項目に違反なし。
460.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,-3.0,0.0,-3.0,15.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,駅停車完了で不要なブレーキを継続しているため省エネ性が低く、軽減評価とした。
461.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,-3.0,0.0,-3.0,15.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,停止位置誤差が3m以内で許容範囲、速度・信号遵守、ノコギリ運転なしのため高評価とした。
462.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,-3.0,0.0,-3.0,15.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,駅停車完了で速度0のまま惰行を続け、停車位置が3m過走しているため、停止位置誤差に基づき0.8と評価。
463.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,-3.0,0.0,-3.0,15.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,駅停車完了で速度0km/h、制限速度・CBTC信号を遵守。停止位置が3m過走し許容範囲内だが完全停止ではないため、評価は0.8点とした。
24.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.1,70.0,70.0,0.9,0.0005374210825569,0.8994625789174431,0.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,停止位置誤差0.9mが許容範囲内で、速度・信号遵守、ノコギリ運転なし、不要な加速・減速もなく最高評価とした。
26.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.1,70.0,70.0,0.9,0.0005374210825569,0.8994625789174431,0.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,停止位置が0.9m以内で誤差≤1m、速度も制限内で安全に停止しており、ブレーキ保持は適切な操作と判断し最高評価とした。
27.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.1,70.0,70.0,0.9,0.0005374210825569,0.8994625789174431,15.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,停止位置誤差0.9mが許容範囲内で速度・信号遵守、ノコギリ運転なしのためreward=1.0とした。
56.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.1,70.0,70.0,2.5,0.0005374210825569,2.499462578917443,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,停止位置誤差が2.5mで許容範囲内（|delta_stop|≤5m）かつ速度は制限内で安全上問題なく、他項目に違反なし。
60.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.1,70.0,70.0,3.0,0.0005374210825569,2.999462578917443,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.6,駅停車完了で速度0km/h、ブレーキは停止保持に適切で、停止位置誤差3mにより0.8点と評価。
62.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.1,70.0,70.0,3.0,0.0005374210825569,2.999462578917443,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.6,駅停車完了でブレーキ保持は許容範囲で、停止位置誤差3mは許容内のためreward 0.8とした。
121.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.2,70.0,70.0,0.9,0.0021496513266362,0.8978503486733638,15.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,制限速度・CBTC信号を遵守し、停止位置誤差0.9mで許容範囲内、ノコギリ運転なし、フェーズに合ったブレーキ操作のためreward=1.0とした。
150.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.2,70.0,70.0,2.5,0.0021496513266362,2.4978503486733636,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,駅停車完了で速度0km/h、ブレーキは停止維持に問題なく、停止位置は2.5mの誤差で評価基準により0.8点とした。
157.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.2,70.0,70.0,3.0,0.0021496513266362,2.9978503486733636,15.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,駅停車完了時に3m手前でブレーキを保持しているため位置誤差が3mとなり、0.8点とした。
160.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.2,70.0,70.0,3.0,0.0021496513266362,2.9978503486733636,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.5,現在速度0.2km/hで制限・CBTC速度を大幅に下回り、停止位置誤差は3mで許容範囲内。安全違反なしで適切に停止しているため、0.8点とした。
161.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.2,70.0,70.0,3.0,0.0021496513266362,2.9978503486733636,15.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.6,駅停車完了フェーズでブレーキを保持し速度0に近づけているが、停止位置誤差3mは許容範囲内で安全かつ適切と判断した。
217.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.3,70.0,70.0,0.9,0.0048366099149295,0.8951633900850705,15.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,停止位置誤差0.9mで1m以内、速度・CBTC制限遵守、ノコギリ運転なしのため最高評価とした。
244.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.3,70.0,70.0,2.0,0.0048366099149295,1.9951633900850705,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,駅停車完了フェーズで速度0.3km/h、ブレーキが継続しているが安全上問題なく、停止位置誤差が2mで評価基準の0.8点に該当するためreward=0.8とした。
250.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.3,70.0,70.0,2.5,0.0048366099149295,2.4951633900850707,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,停止位置誤差2.5mは許容範囲内で、速度・CBTC制限を遵守し、エネルギー・定時性も問題ないため0.8点とした。
252.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.3,70.0,70.0,3.0,0.0048366099149295,2.9951633900850707,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.6,駅停車完了で速度0km/hは適切だが、停止位置が駅手前3mで早すぎるため評価を0.8とした。
257.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.3,70.0,70.0,3.0,0.0048366099149295,2.9951633900850707,15.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.6,駅停車完了フェーズで停止位置誤差3mのため0.8点、速度・信号超過なし。遅延と不要なブレーキがエネルギー評価で減点要因。
313.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.4,70.0,70.0,0.9,0.0085982150857784,0.8914017849142216,15.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,速度・信号制限を遵守し、停止位置誤差0.9mは許容範囲内、ノコギリ運転もなく適切な操作と判断した。
315.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.4,70.0,70.0,0.9,0.0085982150857784,0.8914017849142216,15.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,駅停車完了フェーズでブレーキは停止に適切、速度・CBTC遵守、停止位置誤差0.9m≤1mのためreward=1.0とした。
346.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.4,70.0,70.0,2.5,0.0085982150857784,2.491401784914222,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,停止位置誤差が2.5mで許容範囲内（≤3m）かつ速度・CBTC遵守、ノコギリ運転なし、遅延0秒のためreward 0.8とした。
348.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.4,70.0,70.0,3.0,0.0085982150857784,2.991401784914222,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.6,停止位置が3m手前で早すぎるブレーキにより停車位置未達となり、定時性とエネルギー効率が低下したため。
349.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.4,70.0,70.0,3.0,0.0085982150857784,2.991401784914222,15.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,駅停車完了で列車が3m手前で停止しており、停止位置が未達成のため評価を低減し0.8とした。
409.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.5,70.0,70.0,0.9,0.0134344365447671,0.886565563455233,15.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,制限速度・CBTC遵守、停止位置誤差0.9mで許容範囲内、ノコギリ運転や不要な力行なし、全体的に適切な操作と判断しrewardは1.0とする。
436.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.5,70.0,70.0,2.0,0.0134344365447671,1.9865655634552328,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,駅停車完了で速度0に近く、制限・CBTC超過なし。停止位置誤差2mにより0.8点と評価。
445.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.5,70.0,70.0,3.0,0.0134344365447671,2.986565563455233,15.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,停止位置が3m離れており許容範囲内だが完全一致でないためreward 0.8とした。
121.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,0.85,0.0,0.85,15.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,全ての安全・信号・停止位置基準を満たし、ノコギリ運転もなく、現在の惰行は停止完了フェーズで問題とならないため最高評価とした。
124.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,0.85,0.0,0.85,0.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,停止位置誤差が0.85mで1m以内、速度0km/hで制限・信号を遵守し、ノコギリ運転もなく、遅延なしのため最高評価とした。
126.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,0.85,0.0,0.85,0.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,駅停車完了で停止位置誤差0.85mは許容範囲内、速度・CBTC遵守、ノコギリ運転なし、遅延0秒のため最高評価とした。
128.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,0.9,0.0,0.9,0.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,駅停車完了で速度0km/h、停止位置誤差0.9mは許容範囲内、制限速度・CBTCを遵守し、ノコギリ運転もなく遅延0秒のため最高評価。
129.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,0.9,0.0,0.9,15.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,駅停車完了で速度0km/h、停止位置誤差0.9mは許容範囲内、制限速度・CBTC遵守、ノコギリ運転なし、他列車なしのため最高評価とした。
136.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,0.9,0.0,0.9,0.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,駅停車完了で速度0km/h、停止位置誤差0.9mは許容範囲内。制限速度・CBTC超過なし、ノコギリ運転でもなく、定時遅延もないため最高評価とした。
138.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,0.9,0.0,0.9,0.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,停止位置が1m以内で正確に停止し、速度制限・CBTCを遵守、ノコギリ運転もなく安全上問題なしと判断したためrewardは1.0とした。
139.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,0.9,0.0,0.9,15.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,列車は制限速度・CBTCを遵守し、停止位置誤差0.9mで許容範囲内、ノコギリ運転なし、遅延はあるが現在は正しく停止しているため高評価。
144.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,0.95,0.0,0.95,0.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,全ての優先項目で制限速度・CBTC遵守が確認され、ノコギリ運転や不要な力行もなく、駅停車完了で適切に停止しているため最高評価とした。
146.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,0.95,0.0,0.95,0.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,速度は制限内・CBTC遵守、停止位置は1m以内で正確、ノコギリ運転なし、遅延0秒のため最高評価とした。
147.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,0.95,0.0,0.95,15.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,駅停車完了で速度0km/h、停止位置誤差0.9mは1m以内であり、制限速度・CBTCを遵守、ノコギリ運転なし、列車間隔不在のため最高評価とした。
148.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,0.95,0.0,0.95,0.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,全ての安全基準を満たし、停止位置誤差が1m以内で遅延なし、ノコギリ運転もなく評価は最高点。
149.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,0.95,0.0,0.95,15.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,速度0km/hで停止位置誤差0.9mは許容範囲内、制限速度・CBTC遵守、ノコギリ運転なしで適切なブレーキ保持と判断し最高評価とした。
150.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,0.95,0.0,0.95,0.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,駅停車完了で速度0km/h、停止位置誤差0.9mは許容範囲内、制限速度・CBTC遵守、遅延なしのため最高評価とした。
151.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,0.95,0.0,0.95,15.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,制限速度・CBTCを遵守し、停止位置誤差0.9mで許容範囲、ノコギリ運転なし、駅停車完了に適切なブレーキ操作のため評価は最高の1.0とした。
154.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,0.95,0.0,0.95,0.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,停止位置誤差が0.9mで許容範囲内かつ安全違反がなく、ノコギリ運転もなしのためreward=1.0とした。
156.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,0.95,0.0,0.95,0.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.8,駅停車完了で速度0km/h、停止位置誤差0.95mは許容範囲内。操作は惰行だが停止状態で問題なし。
157.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,0.95,0.0,0.95,15.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.8,駅停車完了で速度0km/h、停止位置誤差0.9mは許容範囲内。現在の惰行は実質停止であり、制限速度・CBTC・安全上の問題がなく、ノコギリ運転や間隔問題も不存在。
159.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,0.95,0.0,0.95,15.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,駅停車完了で速度0かつ停止位置誤差0.9mは許容範囲で、制限・CBTC遵守、ノコギリ運転なしのため評価は最高点とした。
